"","jNH4","jTOC","jDO","jTP","jsal","jturb","jTN","jpH","jchl"
"1",-0.00274241884404431,-0.64919418536088,-0.0456956419755851,-0.00807169999928815,-4.54003900237468,-0.902029306121661,-0.102198590073185,-0.0700893749891571,-4.22194379413366
"2",0.00158747901930898,-1.46545928892043,-0.650415629791717,-0.00539154214095034,-4.04233106084251,-0.896020370616314,-0.199098324670788,-0.145765035794821,-4.19681933079439
"3",-0.00710121548207698,-2.52408332407606,-1.32130345357136,-0.00139249444108742,-2.5784391322802,-2.29194980067729,-0.224529443168246,-0.215304237249376,-3.08051545826159
"4",-0.0192422736084275,-2.86887890274897,-1.90188880162176,-0.00214405285796492,-0.966174396787229,-3.89729523210062,-0.318123181369985,-0.247206714011391,-4.28211663040567
"5",-0.0213634773833815,-1.92960813449105,-2.25116718973873,-0.00729043078780593,0.258177819361395,-4.34644949756403,-0.379095332300483,-0.243122766417934,-8.5229733308927
"6",-0.00933860479050818,-0.219832498960993,-2.29730101014841,-0.0074913067495221,0.753468077039917,-3.24445999992433,-0.137194773000152,-0.229185204115181,-8.56902646528354
"7",0.0101042823029532,0.94352460377039,-2.02953788581856,-0.000374229116201492,0.177936802366707,-1.4107159691569,0.248377682585607,-0.230092318677022,-1.01834706921538
"8",0.0260440278275826,0.498808705558114,-1.50868719909325,0.00259477961823636,-1.33696054108562,-0.14824766177835,0.245343272503761,-0.245407482935223,5.0067197160994
"9",0.0310101641103538,-1.26757397998703,-0.867502102333241,-0.00389894806611465,-2.82349486805068,-0.0930609010461103,-0.201662269984348,-0.255397330424129,1.58745322710564
"10",0.02633862092443,-2.81046292732766,-0.260256698996505,-0.00904524301836714,-3.14619184526289,-0.703941900222317,-0.508756405448275,-0.23028804389291,-5.16215827253788
"11",0.0188539297974658,-2.65783252806167,0.175964311560467,-0.0054583999296863,-1.780379749339,-0.89348959961284,-0.344649819723347,-0.151695871685371,-6.48022376603831
"12",0.0100645886188208,-0.683325913426022,0.345905321840641,7.05109092962678e-07,0.799062895740303,-0.16792123448774,-0.0278182478350875,-0.0447213634053461,-4.63965534225105
"13",-0.00183149818605894,1.75166663210063,0.22268181022495,0.000754821988318405,3.56658338428383,0.965262546098368,0.13101046018979,0.0450824575615164,-4.98020638990848
"14",-0.0145097777480125,2.89731119498667,-0.132010518239569,0.000116182775544333,5.66036345056621,1.53135460646461,0.230622136394909,0.0811552845006743,-4.57780482368608
"15",-0.0207977511913594,2.14467691845531,-0.607381424077013,0.000540495591662968,6.61817450492247,1.06412047648706,0.320358627640408,0.0585331870605183,0.0254963339028897
"16",-0.0159866067622977,0.52215493408927,-1.07865317186403,-0.00217907470360455,6.51594860221166,0.106122262944946,0.199426333708455,0.00558562102364983,3.71848741664135
"17",-0.00671140441295665,-0.396093213933522,-1.42882050997477,-0.00655006193890123,5.46063852158216,-0.336666005752322,-0.0470789731559707,-0.0340504586174199,3.07433848195283
"18",-0.00765101969216952,0.0991158791651237,-1.57681698976535,-0.0011884168369346,3.30632094250497,0.194403965511284,0.0439590579878685,-0.0346295955928936,4.9794570023338
"19",-0.0248159079217974,1.32372230280662,-1.50138001326727,0.0150440236744834,0.0930716510071242,1.18177207707587,0.504275977406074,-0.00133790591146564,13.3731296302951
