"","cNH4","cTOC","cDO","cTP","csal","cturb","ctemp","cTN","cpH","cchl","date"
"1",-0.0907758698257176,-0.584025022192748,-0.159093003554047,-0.00273692842181896,-2.03919186131176,-2.68065739690203,-1.120688258133,-0.157212122612077,-0.0353766553491453,-3.03592536558504,"2016-03-01"
"2",-0.076196900913065,-1.37156999134399,-0.45468873656295,-0.0069611946219958,-1.60644663223825,-4.83678863522102,0.130125484405747,-0.294962944907316,-0.0173633221958349,-4.55698120690724,"2016-04-01"
"3",-0.037166343190902,-1.67208296901185,-0.670607930504318,-0.00872827360911582,-1.20927533516463,-8.57162455461769,1.40788317679334,-0.256291253287244,0.0628254179435486,-4.32470106439642,"2016-05-01"
"4",0.00374228356789264,-1.6644659348065,-1.00348781455318,-0.0075374456251212,-0.768928347531486,-9.63693709864114,2.78037339850787,-0.11432505429252,0.123302537352406,-2.4212363608056,"2016-06-01"
"5",0.0259593691989889,-1.68971027200642,-1.23439309264796,-0.00562376256137029,-0.127094664845065,-6.07572668059365,3.86465476202723,-0.0768025296559544,0.124172770133201,-0.842379473389444,"2016-07-01"
"6",0.0225027703084352,-1.64039215742932,-0.964153015048943,-0.00517536454556555,0.527512317903746,-0.947749189323205,3.90834162868871,-0.188618447329446,0.0887232618820221,-0.819883080433943,"2016-08-01"
"7",7.25537754463733e-06,-1.06578231230239,-0.17431730971618,-0.00530203353838625,0.591992956764186,1.64592097607241,2.3966810872715,-0.26079075373133,0.0492692502740462,-1.01308734074553,"2016-09-01"
"8",-0.027272819736377,-0.0593487022337968,0.659105853723864,-0.00411116636002571,-0.290180094642018,1.07480466721719,-0.290074887655634,-0.152267532255204,0.0162508763822169,0.176184420907587,"2016-10-01"
"9",-0.0446371175512395,0.440158617739255,1.0637942886478,-0.00297878219039831,-1.72386733523358,-0.167454037721949,-2.95869572185514,0.00393691612992975,-0.00432195374210447,1.81812212514158,"2016-11-01"
"10",-0.0437064475660139,-0.158632983146922,0.988536249229381,-0.00435263459461706,-2.6080561721803,-0.0683217294457608,-4.37823245833804,-0.0101935642542083,0.00108474058755195,1.57190618096929,"2016-12-01"
"11",-0.0270590620309356,-0.87956284507696,0.654407713668176,-0.00667418522153137,-1.73591125959643,0.965685361631204,-4.0460395798437,-0.148549531947334,0.0288188800624259,-0.721265725209904,"2017-01-01"
"12",-0.00628259267900207,-0.0912807262091516,0.1753199347839,-0.00547567931363424,1.14877030196909,1.5137465220999,-2.48498786881197,-0.123789341658526,0.0418179898796364,-2.56390642687101,"2017-02-01"
"13",0.00714189909482897,2.29319122587223,-0.482566187760044,0.000394673913838699,4.95580227287486,0.97799824493996,-0.766919166811276,0.188503074156409,0.008581585926554,-2.26135602524163,"2017-03-01"
"14",0.0108522190660033,4.29113880333604,-1.18002891490572,0.00616793903281261,7.8352954219018,0.1433942504349,0.442181912388689,0.528037655666739,-0.0364567810405468,-1.07219104329545,"2017-04-01"
"15",0.0135866005608108,4.14791914524109,-1.51405930230022,0.00677812466853086,8.64833250311724,0.290484521475628,1.32275117670237,0.558378842525513,-0.0103081448040291,-1.27990538420557,"2017-05-01"
"16",0.0289343013008184,2.17993021073618,-1.24556623576347,0.00275997561919649,7.63470314021428,1.50066215784601,2.39444209538631,0.282624551975574,0.108659320371891,-2.85070989074123,"2017-06-01"
"17",0.066178812579223,0.0408114547249994,-0.705644293521688,-0.001223947384704,5.60269722720288,2.31009138923321,3.63833662730314,0.0218814705973094,0.217695950726914,-3.27689858754657,"2017-07-01"
"18",0.123616474755608,-0.945611199511909,-0.512532020758707,-0.00168100830425836,3.15218034696991,1.27668137598184,4.21260922164167,0.0355342936851823,0.185312700000713,-0.985659592446844,"2017-08-01"
"19",0.186108279134138,-0.807108816247657,-0.790650617425353,0.000615224992385864,0.458815312262185,-0.863021258780547,3.14784765090168,0.244049363307682,0.00611716018209732,2.43811412065215,"2017-09-01"
"20",0.228861197026394,-0.391020240853445,-0.887846418162759,0.00326752093915931,-2.28629630160721,-0.671081433133757,0.398619422661625,0.37285649534378,-0.18476647399355,4.22131277081967,"2017-10-01"
"21",0.23369153928542,-0.0971748031065438,-0.120839917147353,0.00703265046273225,-4.50188419365735,5.27037765908038,-2.82515193098558,0.326598122575485,-0.26294645409031,4.03686232900644,"2017-11-01"
"22",0.202603485417724,0.324795988078893,1.22542845041289,0.0144295104555558,-5.40491136380044,15.8599463034822,-4.82988107235543,0.277931005416538,-0.238401123533827,4.10169593032327,"2017-12-01"
"23",0.151892254668957,0.879441077125272,1.94123617767501,0.023324398981074,-4.62024833624197,24.4279955224744,-4.71215971330495,0.364358044235585,-0.209045542290805,5.48393190240697,"2018-01-01"
"24",0.10079722500211,1.01647158742723,1.12151553791483,0.0261532295784909,-2.7024625339265,23.9429837732432,-2.97573465601293,0.468657998040639,-0.225115532827621,6.26704701054209,"2018-02-01"
"25",0.063303539697333,0.449000379962012,-0.749889199171387,0.0187695075974987,-0.88055395713285,14.3585934764135,-0.902902613999823,0.402692233729528,-0.240394519631364,4.36227516577871,"2018-03-01"
"26",0.0431607099659017,-0.292795364882086,-2.16193327094933,0.00758625448001844,-0.17454097848282,3.68118935889156,0.591328121165929,0.19176375983748,-0.20103289575649,0.689691464165447,"2018-04-01"
"27",0.0336845592399222,-0.57177974328776,-2.12046245097331,0.00321919662136192,-0.609441829268052,0.0458006504295829,1.52652428035808,0.0378533188652613,-0.136519524103838,-1.93124722362677,"2018-05-01"
"28",0.0233350649135312,-0.499792895282735,-1.11192893469262,0.00818546537051774,-1.21461691056438,3.95675300514557,2.44003341467194,0.0462306093658362,-0.118131297354697,-2.12863153414728,"2018-06-01"
"29",0.00500741935077863,-0.641411198239422,-0.388778377773782,0.0143064014328471,-0.965448873560218,8.78205176542999,3.49629244210628,0.10537575642777,-0.145188109392885,-1.08285337506403,"2018-07-01"
"30",-0.0181146024522439,-1.09486450664204,-0.53170437819775,0.0123581765752545,0.208452938361761,7.75639862393116,4.0672021104905,0.0551607149764342,-0.135457503271512,-0.229376936561119,"2018-08-01"
"31",-0.0346838623168743,-1.3582830220033,-0.938632830830244,0.00226060699810108,1.32322631582222,0.458692825560447,3.23981866490004,-0.101554986933227,-0.0477511373546524,0.761789489310976,"2018-09-01"
"32",-0.0331960180487012,-1.06884209684919,-0.700338655656933,-0.00726145234908034,1.22200302715337,-7.0703086009283,0.793336721108218,-0.205007984313715,0.0390680542931675,2.89619356326013,"2018-10-01"
